FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187d53d4470_e12,5334002,1484,Kavenstraße
strassennamen.fid--3213a59_187d53d4470_e13,5334002,1486,Kesselweg
strassennamen.fid--3213a59_187d53d4470_e14,5334002,1487,Kettelerstraße
strassennamen.fid--3213a59_187d53d4470_e15,5334002,1489,Kirberichshofer Weg
strassennamen.fid--3213a59_187d53d4470_e16,5334002,1490,Kirchstraße
strassennamen.fid--3213a59_187d53d4470_e17,5334002,1491,Kelmiser Straße
strassennamen.fid--3213a59_187d53d4470_e18,5334002,1492,Klappergasse
strassennamen.fid--3213a59_187d53d4470_e19,5334002,1493,Klara-Fey-Straße
strassennamen.fid--3213a59_187d53d4470_e1a,5334002,1495,Klausenerstraße
strassennamen.fid--3213a59_187d53d4470_e1b,5334002,1497,Kleinkölnstraße
strassennamen.fid--3213a59_187d53d4470_e1c,5334002,1498,Kleinmarschierstraße
strassennamen.fid--3213a59_187d53d4470_e1d,5334002,1500,Klemensstraße
strassennamen.fid--3213a59_187d53d4470_e1e,5334002,1502,Kleverstraße
strassennamen.fid--3213a59_187d53d4470_e1f,5334002,1505,Klosterplatz
strassennamen.fid--3213a59_187d53d4470_e20,5334002,1506,Klostertreppe
strassennamen.fid--3213a59_187d53d4470_e21,5334002,1507,Klosterweiher
strassennamen.fid--3213a59_187d53d4470_e22,5334002,1508,Knöpgerweg
strassennamen.fid--3213a59_187d53d4470_e23,5334002,1509,Kockerellstraße
strassennamen.fid--3213a59_187d53d4470_e24,5334002,1510,Königsberger Straße
strassennamen.fid--3213a59_187d53d4470_e25,5334002,1511,Köhlstraße
strassennamen.fid--3213a59_187d53d4470_e26,5334002,1512,Königshügel
strassennamen.fid--3213a59_187d53d4470_e27,5334002,1513,Königstraße
strassennamen.fid--3213a59_187d53d4470_e28,5334002,1514,Körbergasse
strassennamen.fid--3213a59_187d53d4470_e29,5334002,1515,Körnerstraße
strassennamen.fid--3213a59_187d53d4470_e2a,5334002,1516,Kolberger Straße
strassennamen.fid--3213a59_187d53d4470_e2b,5334002,1517,Don-Bosco-Straße
strassennamen.fid--3213a59_187d53d4470_e2c,5334002,1519,Komphausbadstraße
strassennamen.fid--3213a59_187d53d4470_e2d,5334002,1521,Kongressstraße
strassennamen.fid--3213a59_187d53d4470_e2e,5334002,1523,Kornelimünsterweg
strassennamen.fid--3213a59_187d53d4470_e2f,5334002,1524,Mefferdatisstraße
strassennamen.fid--3213a59_187d53d4470_e30,5334002,1526,Krähenwäldchen
strassennamen.fid--3213a59_187d53d4470_e31,5334002,1528,Krämerstraße
strassennamen.fid--3213a59_187d53d4470_e32,5334002,1532,Krakaustraße
strassennamen.fid--3213a59_187d53d4470_e33,5334002,1535,Krautmühlenweg
strassennamen.fid--3213a59_187d53d4470_e34,5334002,1539,Kreuzerdriesch
strassennamen.fid--3213a59_187d53d4470_e35,5334002,1540,Kreuzherrenstraße
strassennamen.fid--3213a59_187d53d4470_e36,5334002,1546,Kronprinzenstraße
strassennamen.fid--3213a59_187d53d4470_e37,5334002,1550,Kruppstraße
strassennamen.fid--3213a59_187d53d4470_e38,5334002,1552,Kühlwetterstraße
strassennamen.fid--3213a59_187d53d4470_e39,5334002,1553,Küpperstraße
strassennamen.fid--3213a59_187d53d4470_e3a,5334002,1557,Kupferstraße
strassennamen.fid--3213a59_187d53d4470_e3b,5334002,1559,Kurfürstenstraße
strassennamen.fid--3213a59_187d53d4470_e3c,5334002,1560,Kurhausstraße
strassennamen.fid--3213a59_187d53d4470_e3d,5334002,1561,Lagerhausstraße
strassennamen.fid--3213a59_187d53d4470_e3e,5334002,1563,Landdrostenstraße
strassennamen.fid--3213a59_187d53d4470_e3f,5334002,1565,Leipziger Straße
strassennamen.fid--3213a59_187d53d4470_e40,5334002,1566,Lemierser Straße
strassennamen.fid--3213a59_187d53d4470_e41,5334002,1567,Lennéstraße
strassennamen.fid--3213a59_187d53d4470_e42,5334002,1568,Leo-Blech-Straße
strassennamen.fid--3213a59_187d53d4470_e43,5334002,1569,Gottfried-Dossing-Platz
strassennamen.fid--3213a59_187d53d4470_e44,5334002,1570,Leonhardstraße
strassennamen.fid--3213a59_187d53d4470_e45,5334002,1571,Lerchenweg
strassennamen.fid--3213a59_187d53d4470_e46,5334002,1574,Liebigstraße
strassennamen.fid--3213a59_187d53d4470_e47,5334002,1576,Lilienthalstraße
strassennamen.fid--3213a59_187d53d4470_e48,5334002,1577,Limburger Straße
strassennamen.fid--3213a59_187d53d4470_e49,5334002,1578,Lindenplatz
strassennamen.fid--3213a59_187d53d4470_e4a,5334002,1580,Lintertstraße
strassennamen.fid--3213a59_187d53d4470_e4b,5334002,1582,Lintertweg
strassennamen.fid--3213a59_187d53d4470_e4c,5334002,1583,Lisztstraße
strassennamen.fid--3213a59_187d53d4470_e4d,5334002,1587,Löhergraben
strassennamen.fid--3213a59_187d53d4470_e4e,5334002,1589,Lohmühlenstraße
strassennamen.fid--3213a59_187d53d4470_e4f,5334002,1591,Lombardenstraße
strassennamen.fid--3213a59_187d53d4470_e50,5334002,1593,Lortzingstraße
strassennamen.fid--3213a59_187d53d4470_e51,5334002,1596,Louis-Beißel-Straße
strassennamen.fid--3213a59_187d53d4470_e52,5334002,1597,Belvedereallee
strassennamen.fid--3213a59_187d53d4470_e53,5334002,1598,Lousbergstraße
strassennamen.fid--3213a59_187d53d4470_e54,5334002,1601,Luerweg
strassennamen.fid--3213a59_187d53d4470_e55,5334002,1603,Lützowstraße
strassennamen.fid--3213a59_187d53d4470_e56,5334002,1604,Luise-Hensel-Straße
strassennamen.fid--3213a59_187d53d4470_e57,5334002,1606,Luxemburger Ring
strassennamen.fid--3213a59_187d53d4470_e58,5334002,1607,Lutherweg
strassennamen.fid--3213a59_187d53d4470_e59,5334002,1611,Mallinckrodtstraße
strassennamen.fid--3213a59_187d53d4470_e5a,5334002,1615,Malteserstraße
strassennamen.fid--3213a59_187d53d4470_e5b,5334002,1617,Margratenstraße
strassennamen.fid--3213a59_187d53d4470_e5c,5334002,1619,Mariabrunnstraße
strassennamen.fid--3213a59_187d53d4470_e5d,5334002,1620,Mariahilfstraße
strassennamen.fid--3213a59_187d53d4470_e5e,5334002,1622,Marienbongard
strassennamen.fid--3213a59_187d53d4470_e5f,5334002,1623,Marienplatz
strassennamen.fid--3213a59_187d53d4470_e60,5334002,1624,Berdoletstraße
strassennamen.fid--3213a59_187d53d4470_e61,5334002,1626,Marienburger Straße
strassennamen.fid--3213a59_187d53d4470_e62,5334002,1627,Markt
strassennamen.fid--3213a59_187d53d4470_e63,5334002,1628,Triebelsstraße
strassennamen.fid--3213a59_187d53d4470_e64,5334002,1629,Martelenberger Weg
strassennamen.fid--3213a59_187d53d4470_e65,5334002,1630,Marshallstraße
strassennamen.fid--3213a59_187d53d4470_e66,5334002,1631,Martin-Luther-Straße
strassennamen.fid--3213a59_187d53d4470_e67,5334002,1632,Martinstraße
strassennamen.fid--3213a59_187d53d4470_e68,5334002,1634,Matthiashofstraße
strassennamen.fid--3213a59_187d53d4470_e69,5334002,1636,Mauerstraße
strassennamen.fid--3213a59_187d53d4470_e6a,5334002,1638,Maxstraße
strassennamen.fid--3213a59_187d53d4470_e6b,5334002,1639,Mechtildisstraße
strassennamen.fid--3213a59_187d53d4470_e6c,5334002,1640,Meerssener Straße
strassennamen.fid--3213a59_187d53d4470_e6d,5334002,1641,Meisenweg
strassennamen.fid--3213a59_187d53d4470_e6e,5334002,1644,Melatener Weg
strassennamen.fid--3213a59_187d53d4470_e6f,5334002,1646,Merowingerstraße
strassennamen.fid--3213a59_187d53d4470_e70,5334002,1648,Metzgerstraße
strassennamen.fid--3213a59_187d53d4470_e71,5334002,1649,Michaelsbergstraße
strassennamen.fid--3213a59_187d53d4470_e72,5334002,1650,Frère-Roger-Straße
strassennamen.fid--3213a59_187d53d4470_e73,5334002,1651,Michaelstreppe
strassennamen.fid--3213a59_187d53d4470_e74,5334002,1652,Middeldorfstraße
strassennamen.fid--3213a59_187d53d4470_e75,5334002,1654,Mies-van-der-Rohe-Straße
strassennamen.fid--3213a59_187d53d4470_e76,5334002,1656,Minoritenstraße
strassennamen.fid--3213a59_187d53d4470_e77,5334002,1658,Leydelstraße
strassennamen.fid--3213a59_187d53d4470_e78,5334002,1660,Mörgensstraße
strassennamen.fid--3213a59_187d53d4470_e79,5334002,1662,Moltkestraße
strassennamen.fid--3213a59_187d53d4470_e7a,5334002,1663,Monheimsallee
strassennamen.fid--3213a59_187d53d4470_e7b,5334002,1666,Montzener Straße
strassennamen.fid--3213a59_187d53d4470_e7c,5334002,1667,Moreller Weg
strassennamen.fid--3213a59_187d53d4470_e7d,5334002,1668,Morillenhang
strassennamen.fid--3213a59_187d53d4470_e7e,5334002,1670,Mostardstraße
strassennamen.fid--3213a59_187d53d4470_e7f,5334002,1672,Mozartstraße
strassennamen.fid--3213a59_187d53d4470_e80,5334002,1674,Mühlenberg
strassennamen.fid--3213a59_187d53d4470_e81,5334002,1675,Mühlental
strassennamen.fid--3213a59_187d53d4470_e82,5334002,1677,Mühlradstraße
strassennamen.fid--3213a59_187d53d4470_e83,5334002,1678,Münsterplatz
strassennamen.fid--3213a59_187d53d4470_e84,5334002,1679,Muffeter Weg
strassennamen.fid--3213a59_187d53d4470_e85,5334002,1680,Münstergracht
strassennamen.fid--3213a59_187d53d4470_e86,5334002,1681,Nachtigallenweg
strassennamen.fid--3213a59_187d53d4470_e87,5334002,1683,Nekesstraße
strassennamen.fid--3213a59_187d53d4470_e88,5334002,1684,Nelkenweg
strassennamen.fid--3213a59_187d53d4470_e89,5334002,1685,Nellessenstraße
strassennamen.fid--3213a59_187d53d4470_e8a,5334002,1687,Neuhausstraße
strassennamen.fid--3213a59_187d53d4470_e8b,5334002,1689,Neumarkt
strassennamen.fid--3213a59_187d53d4470_e8c,5334002,1690,Neupforte
strassennamen.fid--3213a59_187d53d4470_e8d,5334002,1692,Neustraße
strassennamen.fid--3213a59_187d53d4470_e8e,5334002,1694,Nikolausstraße
strassennamen.fid--3213a59_187d53d4470_e8f,5334002,1696,Nizzaallee
strassennamen.fid--3213a59_187d53d4470_e90,5334002,1697,Nordhoffstraße
strassennamen.fid--3213a59_187d53d4470_e91,5334002,1698,Normannenstraße
strassennamen.fid--3213a59_187d53d4470_e92,5334002,1700,Obere Drimbornstraße
strassennamen.fid--3213a59_187d53d4470_e93,5334002,1702,Oberstraße
strassennamen.fid--3213a59_187d53d4470_e94,5334002,1704,Oligsbendengasse
strassennamen.fid--3213a59_187d53d4470_e95,5334002,1706,Oppenhoffallee
strassennamen.fid--3213a59_187d53d4470_e96,5334002,1708,Oranienstraße
strassennamen.fid--3213a59_187d53d4470_e97,5334002,1714,Kurbrunnenstraße
strassennamen.fid--3213a59_187d53d4470_e98,5334002,1718,Pastorplatz
strassennamen.fid--3213a59_187d53d4470_e99,5334002,1719,Paugasse
strassennamen.fid--3213a59_187d53d4470_e9a,5334002,1720,Paulusstraße
strassennamen.fid--3213a59_187d53d4470_e9b,5334002,1721,Paul-Röntgen-Straße
strassennamen.fid--3213a59_187d53d4470_e9c,5334002,1724,Peterskirchhof
strassennamen.fid--3213a59_187d53d4470_e9d,5334002,1726,Peterstraße
strassennamen.fid--3213a59_187d53d4470_e9e,5334002,1727,Petronellastraße
strassennamen.fid--3213a59_187d53d4470_e9f,5334002,1730,Pfeilstraße
strassennamen.fid--3213a59_187d53d4470_ea0,5334002,1732,Piefenhäuschenweg
strassennamen.fid--3213a59_187d53d4470_ea1,5334002,1734,Pieter-Bruegel-Straße
strassennamen.fid--3213a59_187d53d4470_ea2,5334002,1736,Pippinstraße
strassennamen.fid--3213a59_187d53d4470_ea3,5334002,1737,Piusstraße
strassennamen.fid--3213a59_187d53d4470_ea4,5334002,1739,Pommerotter Weg
strassennamen.fid--3213a59_187d53d4470_ea5,5334002,1740,Pontdriesch
strassennamen.fid--3213a59_187d53d4470_ea6,5334002,1742,Pontwall
strassennamen.fid--3213a59_187d53d4470_ea7,5334002,1744,Pottenmühlenweg
strassennamen.fid--3213a59_187d53d4470_ea8,5334002,1746,Preusweg
strassennamen.fid--3213a59_187d53d4470_ea9,5334002,1747,Prinzenhofstraße
strassennamen.fid--3213a59_187d53d4470_eaa,5334002,1748,Prinz-Eugen-Straße
strassennamen.fid--3213a59_187d53d4470_eab,5334002,1751,Professor-Pirlet-Straße
strassennamen.fid--3213a59_187d53d4470_eac,5334002,1753,Promenadenstraße
strassennamen.fid--3213a59_187d53d4470_ead,5334002,1755,Raerener Gracht
strassennamen.fid--3213a59_187d53d4470_eae,5334002,1757,Rasostraße
strassennamen.fid--3213a59_187d53d4470_eaf,5334002,1758,Rathenauallee
strassennamen.fid--3213a59_187d53d4470_eb0,5334002,1759,Rehmannstraße
strassennamen.fid--3213a59_187d53d4470_eb1,5334002,1760,Rehmplatz
strassennamen.fid--3213a59_187d53d4470_eb2,5334002,1762,Reichsweg
strassennamen.fid--3213a59_187d53d4470_eb3,5334002,1764,Reihstraße
strassennamen.fid--3213a59_187d53d4470_eb4,5334002,1765,Reimanstraße
strassennamen.fid--3213a59_187d53d4470_eb5,5334002,1767,Reimser Straße
strassennamen.fid--3213a59_187d53d4470_eb6,5334002,1768,Rennbahn
strassennamen.fid--3213a59_187d53d4470_eb7,5334002,1770,Republikplatz
strassennamen.fid--3213a59_187d53d4470_eb8,5334002,1772,Rethelstraße
strassennamen.fid--3213a59_187d53d4470_eb9,5334002,1777,Rhein-Maas-Straße
strassennamen.fid--3213a59_187d53d4470_eba,5334002,1779,Richardstraße
strassennamen.fid--3213a59_187d53d4470_ebb,5334002,1781,Ritter-Chorus-Straße
strassennamen.fid--3213a59_187d53d4470_ebc,5334002,1783,Robensstraße
strassennamen.fid--3213a59_187d53d4470_ebd,5334002,1784,Robert-Koch-Straße
strassennamen.fid--3213a59_187d53d4470_ebe,5334002,1786,Robert-Schuman-Straße
strassennamen.fid--3213a59_187d53d4470_ebf,5334002,1788,Rödgerheidweg
strassennamen.fid--3213a59_187d53d4470_ec0,5334002,1790,Römerstraße
strassennamen.fid--3213a59_187d53d4470_ec1,5334002,1791,Römerweg
strassennamen.fid--3213a59_187d53d4470_ec2,5334002,1793,Roermonder Straße
strassennamen.fid--3213a59_187d53d4470_ec3,5334002,1794,Rolandplatz
strassennamen.fid--3213a59_187d53d4470_ec4,5334002,1797,Romaneygasse
strassennamen.fid--3213a59_187d53d4470_ec5,5334002,1799,Rommelsgasse
strassennamen.fid--3213a59_187d53d4470_ec6,5334002,1801,Ronheider Berg
strassennamen.fid--3213a59_187d53d4470_ec7,5334002,1802,Ronheider Weg
strassennamen.fid--3213a59_187d53d4470_ec8,5334002,1803,Ronheider Winkel
strassennamen.fid--3213a59_187d53d4470_ec9,5334002,1804,Roonstraße
strassennamen.fid--3213a59_187d53d4470_eca,5334002,1805,Rosberg
strassennamen.fid--3213a59_187d53d4470_ecb,5334002,1806,Rosenweg
strassennamen.fid--3213a59_187d53d4470_ecc,5334002,1807,Rosfeld
strassennamen.fid--3213a59_187d53d4470_ecd,5334002,1808,Rosstraße
strassennamen.fid--3213a59_187d53d4470_ece,5334002,1809,Rotbendenstraße
strassennamen.fid--3213a59_187d53d4470_ecf,5334002,1811,I. Rote-Haag-Weg
strassennamen.fid--3213a59_187d53d4470_ed0,5334002,1812,II. Rote-Haag-Weg
strassennamen.fid--3213a59_187d53d4470_ed1,5334002,1813,Rotter Bruch
strassennamen.fid--3213a59_187d53d4470_ed2,5334002,1814,Rottstraße
strassennamen.fid--3213a59_187d53d4470_ed3,5334002,1817,Rütscher Straße
strassennamen.fid--3213a59_187d53d4470_ed4,5334002,1819,Saarstraße
strassennamen.fid--3213a59_187d53d4470_ed5,5334002,1821,Salierallee
strassennamen.fid--3213a59_187d53d4470_ed6,5334002,1823,Salvatorberg
strassennamen.fid--3213a59_187d53d4470_ed7,5334002,1824,Salvatorstraße
strassennamen.fid--3213a59_187d53d4470_ed8,5334002,1825,Sanatoriumstraße
strassennamen.fid--3213a59_187d53d4470_ed9,5334002,1826,Sandkaulbach
strassennamen.fid--3213a59_187d53d4470_eda,5334002,1827,Sandkaulstraße
strassennamen.fid--3213a59_187d53d4470_edb,5334002,1828,St. Johann
strassennamen.fid--3213a59_187d53d4470_edc,5334002,1829,St.-Josefs-Platz
strassennamen.fid--3213a59_187d53d4470_edd,5334002,1830,St.-Annaberg-Straße
strassennamen.fid--3213a59_187d53d4470_ede,5334002,1831,St. Vither Straße
strassennamen.fid--3213a59_187d53d4470_edf,5334002,1833,Scheibenstraße
strassennamen.fid--3213a59_187d53d4470_ee0,5334002,1836,Schenkendorfstraße
strassennamen.fid--3213a59_187d53d4470_ee1,5334002,1837,Schervierstraße
strassennamen.fid--3213a59_187d53d4470_ee2,5334002,1839,Scheurenstraße
strassennamen.fid--3213a59_187d53d4470_ee3,5334002,1841,Schießweg
strassennamen.fid--3213a59_187d53d4470_ee4,5334002,1842,Schildstraße
strassennamen.fid--3213a59_187d53d4470_ee5,5334002,1844,Schillerstraße
strassennamen.fid--3213a59_187d53d4470_ee6,5334002,1846,Schindlerstraße
strassennamen.fid--3213a59_187d53d4470_ee7,5334002,1848,Schinkelstraße
strassennamen.fid--3213a59_187d53d4470_ee8,5334002,1852,Schleswigstraße
strassennamen.fid--3213a59_187d53d4470_ee9,5334002,1854,Schlossstraße
strassennamen.fid--3213a59_187d53d4470_eea,5334002,1855,Schmiedstraße
strassennamen.fid--3213a59_187d53d4470_eeb,5334002,1859,Schönforststraße
strassennamen.fid--3213a59_187d53d4470_eec,5334002,1860,Schönforstwinkel
strassennamen.fid--3213a59_187d53d4470_eed,5334002,1861,Schönrathstraße
strassennamen.fid--3213a59_187d53d4470_eee,5334002,1863,Schopenhauerstraße
strassennamen.fid--3213a59_187d53d4470_eef,5334002,1865,Schützenstraße
strassennamen.fid--3213a59_187d53d4470_ef0,5334002,1866,Schwalbenweg
strassennamen.fid--3213a59_187d53d4470_ef1,5334002,1867,Schwarzer Weg
strassennamen.fid--3213a59_187d53d4470_ef2,5334002,1868,Sebastianstraße
strassennamen.fid--3213a59_187d53d4470_ef3,5334002,1872,Seffenter Weg
strassennamen.fid--3213a59_187d53d4470_ef4,5334002,1874,Seilgraben
strassennamen.fid--3213a59_187d53d4470_ef5,5334002,1876,Siedlung Daheim
strassennamen.fid--3213a59_187d53d4470_ef6,5334002,1877,Kanonenwiese
strassennamen.fid--3213a59_187d53d4470_ef7,5334002,1879,Siegelallee
strassennamen.fid--3213a59_187d53d4470_ef8,5334002,1880,Siemensstraße
strassennamen.fid--3213a59_187d53d4470_ef9,5334002,1881,Sigmundstraße
strassennamen.fid--3213a59_187d53d4470_efa,5334002,1883,Sittarder Straße
strassennamen.fid--3213a59_187d53d4470_efb,5334002,1885,Soerser Au
strassennamen.fid--3213a59_187d53d4470_efc,5334002,1886,Soerser Tal
strassennamen.fid--3213a59_187d53d4470_efd,5334002,1887,Soerser Weg
strassennamen.fid--3213a59_187d53d4470_efe,5334002,1889,Soldatengässchen
strassennamen.fid--3213a59_187d53d4470_eff,5334002,1891,Sophienstraße
strassennamen.fid--3213a59_187d53d4470_f00,5334002,1893,Spitzgässchen
strassennamen.fid--3213a59_187d53d4470_f01,5334002,1895,Staudenweg
strassennamen.fid--3213a59_187d53d4470_f02,5334002,1897,Steffensplatz
strassennamen.fid--3213a59_187d53d4470_f03,5334002,1899,Steinkaulstraße
strassennamen.fid--3213a59_187d53d4470_f04,5334002,1901,Stephanstraße
strassennamen.fid--3213a59_187d53d4470_f05,5334002,1902,Stettiner Straße
strassennamen.fid--3213a59_187d53d4470_f06,5334002,1903,Steubenstraße
strassennamen.fid--3213a59_187d53d4470_f07,5334002,1905,Stiftstraße
strassennamen.fid--3213a59_187d53d4470_f08,5334002,1909,Sträterstraße
strassennamen.fid--3213a59_187d53d4470_f09,5334002,1911,Stromgasse
strassennamen.fid--3213a59_187d53d4470_f0a,5334002,1913,Südstraße
strassennamen.fid--3213a59_187d53d4470_f0b,5334002,1914,Suermondtplatz
strassennamen.fid--3213a59_187d53d4470_f0c,5334002,1915,Süsterfeldstraße
strassennamen.fid--3213a59_187d53d4470_f0d,5334002,1917,Talbotstraße
strassennamen.fid--3213a59_187d53d4470_f0e,5334002,1918,Talstraße
strassennamen.fid--3213a59_187d53d4470_f0f,5334002,1919,Taubengasse
strassennamen.fid--3213a59_187d53d4470_f10,5334002,1922,Theaterplatz
strassennamen.fid--3213a59_187d53d4470_f11,5334002,1923,Theaterstraße
strassennamen.fid--3213a59_187d53d4470_f12,5334002,1925,Theresienstraße
strassennamen.fid--3213a59_187d53d4470_f13,5334002,1926,Thiensweg
strassennamen.fid--3213a59_187d53d4470_f14,5334002,1927,Thomashofstraße
strassennamen.fid--3213a59_187d53d4470_f15,5334002,1928,Tielmanweg
strassennamen.fid--3213a59_187d53d4470_f16,5334002,1929,Tilsiter Straße
strassennamen.fid--3213a59_187d53d4470_f17,5334002,1930,Tönnesrather Weg
strassennamen.fid--3213a59_187d53d4470_f18,5334002,1931,Trichtergasse
strassennamen.fid--3213a59_187d53d4470_f19,5334002,1932,Trierer Platz
strassennamen.fid--3213a59_187d53d4470_f1a,5334002,1935,Tulpenweg
strassennamen.fid--3213a59_187d53d4470_f1b,5334002,1940,Ungarnstraße
strassennamen.fid--3213a59_187d53d4470_f1c,5334002,1942,Ursulinerstraße
strassennamen.fid--3213a59_187d53d4470_f1d,5334002,1943,Unterer Backertsweg
strassennamen.fid--3213a59_187d53d4470_f1e,5334002,1944,Valkenburger Straße
strassennamen.fid--3213a59_187d53d4470_f1f,5334002,1946,Veltmanplatz
strassennamen.fid--3213a59_187d53d4470_f20,5334002,1947,Venn
strassennamen.fid--3213a59_187d53d4470_f21,5334002,1948,Vereinsstraße
strassennamen.fid--3213a59_187d53d4470_f22,5334002,1949,Viehhofstraße
strassennamen.fid--3213a59_187d53d4470_f23,5334002,1950,Viktoriaallee
strassennamen.fid--3213a59_187d53d4470_f24,5334002,1952,Kármánstraße
strassennamen.fid--3213a59_187d53d4470_f25,5334002,1953,Virchowstraße
strassennamen.fid--3213a59_187d53d4470_f26,5334002,1954,Von-Brandis-Straße
strassennamen.fid--3213a59_187d53d4470_f27,5334002,1955,Von-Görschen-Straße
strassennamen.fid--3213a59_187d53d4470_f28,5334002,1956,Von-Halfern-Weg
strassennamen.fid--3213a59_187d53d4470_f29,5334002,1957,Von-Pastor-Straße
strassennamen.fid--3213a59_187d53d4470_f2a,5334002,1958,Wallstraße
strassennamen.fid--3213a59_187d53d4470_f2b,5334002,1959,Warmweiherstraße
strassennamen.fid--3213a59_187d53d4470_f2c,5334002,1960,Wilhelm-Pitz-Weg
strassennamen.fid--3213a59_187d53d4470_f2d,5334002,1961,Weberstraße
strassennamen.fid--3213a59_187d53d4470_f2e,5334002,1962,Waldenburger Straße
strassennamen.fid--3213a59_187d53d4470_f2f,5334002,1963,Weidenweg
strassennamen.fid--3213a59_187d53d4470_f30,5334002,1964,Weingartsberg
strassennamen.fid--3213a59_187d53d4470_f31,5334002,1965,Weingartshof
strassennamen.fid--3213a59_187d53d4470_f32,5334002,1966,Weißenbergweg
strassennamen.fid--3213a59_187d53d4470_f33,5334002,1967,Weißenburger Straße
strassennamen.fid--3213a59_187d53d4470_f34,5334002,1968,Weißhausstraße
strassennamen.fid--3213a59_187d53d4470_f35,5334002,1969,Weißwasserstraße
strassennamen.fid--3213a59_187d53d4470_f36,5334002,1970,Welkenrather Straße
strassennamen.fid--3213a59_187d53d4470_f37,5334002,1971,Wenzelstraße
strassennamen.fid--3213a59_187d53d4470_f38,5334002,1972,Wespienstraße
strassennamen.fid--3213a59_187d53d4470_f39,5334002,1973,Westend
strassennamen.fid--3213a59_187d53d4470_f3a,5334002,1974,Weststraße
strassennamen.fid--3213a59_187d53d4470_f3b,5334002,1975,Weyhestraße
strassennamen.fid--3213a59_187d53d4470_f3c,5334002,1976,Wiesenstraße
strassennamen.fid--3213a59_187d53d4470_f3d,5334002,1977,Wiesental
strassennamen.fid--3213a59_187d53d4470_f3e,5334002,1979,Wildparkweg
strassennamen.fid--3213a59_187d53d4470_f3f,5334002,1980,Wichernstraße
strassennamen.fid--3213a59_187d53d4470_f40,5334002,1981,Wilhelmstraße
strassennamen.fid--3213a59_187d53d4470_f41,5334002,1982,Wurmbenden
strassennamen.fid--3213a59_187d53d4470_f42,5334002,1983,Wirichsbongardstraße
strassennamen.fid--3213a59_187d53d4470_f43,5334002,1984,Wittekindstraße
strassennamen.fid--3213a59_187d53d4470_f44,5334002,1986,Walhorner Straße
strassennamen.fid--3213a59_187d53d4470_f45,5334002,1987,Yorckstraße
strassennamen.fid--3213a59_187d53d4470_f46,5334002,1988,Wüllnerstraße
strassennamen.fid--3213a59_187d53d4470_f47,5334002,1989,Zehnthofweg
strassennamen.fid--3213a59_187d53d4470_f48,5334002,1991,Zeise
strassennamen.fid--3213a59_187d53d4470_f49,5334002,1993,Zur Scheidmühle
strassennamen.fid--3213a59_187d53d4470_f4a,5334002,1994,Ziegelweg
strassennamen.fid--3213a59_187d53d4470_f4b,5334002,1995,Zollamtstraße
strassennamen.fid--3213a59_187d53d4470_f4c,5334002,1997,Zollernstraße
strassennamen.fid--3213a59_187d53d4470_f4d,5334002,1998,Zum Kirschbäumchen
strassennamen.fid--3213a59_187d53d4470_f4e,5334002,1999,Zweiweiherweg
strassennamen.fid--3213a59_187d53d4470_f4f,5334002,2000,Adalbertsteinweg
strassennamen.fid--3213a59_187d53d4470_f50,5334002,2003,Adenauerallee
strassennamen.fid--3213a59_187d53d4470_f51,5334002,2006,Amsterdamer Ring
strassennamen.fid--3213a59_187d53d4470_f52,5334002,2008,Amyastraße
strassennamen.fid--3213a59_187d53d4470_f53,5334002,2010,Annastraße
strassennamen.fid--3213a59_187d53d4470_f54,5334002,2012,Augustastraße
strassennamen.fid--3213a59_187d53d4470_f55,5334002,2016,Augustinerweg
strassennamen.fid--3213a59_187d53d4470_f56,5334002,2017,Berliner Ring
strassennamen.fid--3213a59_187d53d4470_f57,5334002,2019,Bismarckstraße
strassennamen.fid--3213a59_187d53d4470_f58,5334002,2022,Bleiberger Straße
strassennamen.fid--3213a59_187d53d4470_f59,5334002,2024,Blondelstraße
strassennamen.fid--3213a59_187d53d4470_f5a,5334002,2026,Borngasse
strassennamen.fid--3213a59_187d53d4470_f5b,5334002,2028,Boxgraben
strassennamen.fid--3213a59_187d53d4470_f5c,5334002,2031,Brabantstraße
strassennamen.fid--3213a59_187d53d4470_f5d,5334002,2033,Branderhofer Weg
strassennamen.fid--3213a59_187d53d4470_f5e,5334002,2035,Burtscheider Markt
strassennamen.fid--3213a59_187d53d4470_f5f,5334002,2037,Erzbergerallee
strassennamen.fid--3213a59_187d53d4470_f60,5334002,2039,Eupener Straße
strassennamen.fid--3213a59_187d53d4470_f61,5334002,2041,Franzstraße
strassennamen.fid--3213a59_187d53d4470_f62,5334002,2043,Gneisenaustraße
strassennamen.fid--3213a59_187d53d4470_f63,5334002,2045,Grüner Weg
strassennamen.fid--3213a59_187d53d4470_f64,5334002,2047,Hauptstraße
strassennamen.fid--3213a59_187d53d4470_f65,5334002,2049,Heinrichsallee
strassennamen.fid--3213a59_187d53d4470_f66,5334002,2051,Hohenstaufenallee
strassennamen.fid--3213a59_187d53d4470_f67,5334002,2053,Jakobstraße
strassennamen.fid--3213a59_187d53d4470_f68,5334002,2055,Joseph-von-Görres-Straße
strassennamen.fid--3213a59_187d53d4470_f69,5334002,2058,Jülicher Straße
strassennamen.fid--3213a59_187d53d4470_f6a,5334002,2063,Kasinostraße
strassennamen.fid--3213a59_187d53d4470_f6b,5334002,2065,Katharinenstraße
